each word,porter of each word,lancaster of each word,each len of word after porter,each len of word after lancaster,porter_data_without_stop_words,lancaster_data_without_stop_words
al,al,al,2,2,al,al
grupo,grupo,grupo,5,5,grupo,grupo
Series,seri,sery,4,4,seri,sery
temporales:,temporales:,temporales:,11,11,temporales:,temporales:
permite,permit,permit,6,6,permit,permit
el,el,el,2,2,el,el
estudio,estudio,estudio,7,7,estudio,estudio
de,de,de,2,2,de,de
la,la,la,2,2,la,la
evolución,evolución,evolución,9,9,evolución,evolución
de,de,de,2,2,de,de
una,una,un,3,2,una,un
variable,variabl,vary,7,4,variabl,vary
a,a,a,1,1,-,-
través,travé,travé,5,5,travé,travé
del,del,del,3,3,del,del
tiempo,tiempo,tiempo,6,6,tiempo,tiempo
para,para,par,4,3,para,par
a,a,a,1,1,-,-
partir,partir,partir,6,6,partir,partir
de,de,de,2,2,de,de
ese,ese,es,3,2,ese,es
conocimiento,conocimiento,conocimiento,12,12,conocimiento,conocimiento
y,y,y,1,1,-,-
bajo,bajo,bajo,4,4,bajo,bajo
el,el,el,2,2,el,el
supuesto,supuesto,supuesto,8,8,supuesto,supuesto
de,de,de,2,2,de,de
que,que,que,3,3,que,que
no,no,no,2,2,-,-
van,van,van,3,3,van,van
a,a,a,1,1,-,-
producirse,producirs,producirs,9,9,producirs,producirs
cambios,cambio,cambio,6,6,cambio,cambio
estructurales,estructural,estruct,11,7,estructural,estruct
poder,poder,pod,5,3,poder,pod
realizar,realizar,realiz,8,6,realizar,realiz
predicciones,prediccion,predicc,10,7,prediccion,predicc
De,de,de,2,2,de,de
la,la,la,2,2,la,la
informática,informática,informátic,11,10,informática,informátic
toma,toma,tom,4,3,toma,tom
las,la,las,2,3,la,las
siguientes,siguient,siguy,8,5,siguient,siguy
técnicas:,técnicas:,técnicas:,9,9,técnicas:,técnicas:
Algoritmos,algoritmo,algoritmo,9,9,algoritmo,algoritmo
genéticos:,genéticos:,genéticos:,10,10,genéticos:,genéticos:
Son,son,son,3,3,son,son
métodos,método,métodos,6,7,método,métodos
numéricos,numérico,numérico,8,8,numérico,numérico
de,de,de,2,2,de,de
optimización,optimización,optimización,12,12,optimización,optimización
en,en,en,2,2,en,en
los,lo,los,2,3,lo,los
que,que,que,3,3,que,que
aquella,aquella,aquell,7,6,aquella,aquell
variable,variabl,vary,7,4,variabl,vary
o,o,o,1,1,-,-
variables,variabl,vary,7,4,variabl,vary
que,que,que,3,3,que,que
se,se,se,2,2,se,se
pretenden,pretenden,pretend,9,7,pretenden,pretend
optimizar,optimizar,optimiz,9,7,optimizar,optimiz
junto,junto,junto,5,5,junto,junto
con,con,con,3,3,con,con
las,la,las,2,3,la,las
variables,variabl,vary,7,4,variabl,vary
de,de,de,2,2,de,de
estudio,estudio,estudio,7,7,estudio,estudio
constituyen,constituyen,constituy,11,9,constituyen,constituy
un,un,un,2,2,un,un
segmento,segmento,segmento,8,8,segmento,segmento
de,de,de,2,2,de,de
información,información,información,11,11,información,información
Aquellas,aquella,aquella,7,7,aquella,aquella
configuraciones,configuracion,configurac,13,10,configuracion,configurac
de,de,de,2,2,de,de
las,la,las,2,3,la,las
variables,variabl,vary,7,4,variabl,vary
de,de,de,2,2,de,de
análisis,análisi,anális,7,6,análisi,anális
que,que,que,3,3,que,que
obtengan,obtengan,obteng,8,6,obtengan,obteng
mejores,mejor,mej,5,3,mejor,mej
valores,valor,val,5,3,valor,val
para,para,par,4,3,para,par
la,la,la,2,2,la,la
variable,variabl,vary,7,4,variabl,vary
de,de,de,2,2,de,de
respuesta,respuesta,respuest,9,8,respuesta,respuest
corresponderán,corresponderán,corresponderán,14,14,corresponderán,corresponderán
a,a,a,1,1,-,-
segmentos,segmento,segmento,8,8,segmento,segmento
con,con,con,3,3,con,con
mayor,mayor,may,5,3,mayor,may
capacidad,capacidad,capacidad,9,9,capacidad,capacidad
reproductiva,reproductiva,reproductiv,12,11,reproductiva,reproductiv
,,,0,0,,
A,a,a,1,1,-,-
través,travé,travé,5,5,travé,travé
de,de,de,2,2,de,de
la,la,la,2,2,la,la
reproducción,reproducción,reproducción,12,12,reproducción,reproducción
los,lo,los,2,3,lo,los
mejores,mejor,mej,5,3,mejor,mej
segmentos,segmento,segmento,8,8,segmento,segmento
perduran,perduran,perd,8,4,perduran,perd
y,y,y,1,1,-,-
su,su,su,2,2,su,su
proporción,proporción,proporción,10,10,proporción,proporción
crece,crece,crec,5,4,crece,crec
de,de,de,2,2,de,de
generación,generación,generación,10,10,generación,generación
en,en,en,2,2,en,en
generación,generación,generación,10,10,generación,generación
Se,se,se,2,2,se,se
puede,pued,pued,4,4,pued,pued
además,ademá,ademá,5,5,ademá,ademá
introducir,introducir,introducir,10,10,introducir,introducir
elementos,elemento,elemento,8,8,elemento,elemento
aleatorios,aleatorio,aleatorio,9,9,aleatorio,aleatorio
para,para,par,4,3,para,par
la,la,la,2,2,la,la
modificación,modificación,modificación,12,12,modificación,modificación
de,de,de,2,2,de,de
las,la,las,2,3,la,las
variables,variabl,vary,7,4,variabl,vary
mutaciones,mutacion,mutac,8,5,mutacion,mutac
Al,al,al,2,2,al,al
cabo,cabo,cabo,4,4,cabo,cabo
de,de,de,2,2,de,de
cierto,cierto,cierto,6,6,cierto,cierto
número,número,número,6,6,número,número
de,de,de,2,2,de,de
iteraciones,iteracion,iterac,9,6,iteracion,iterac
la,la,la,2,2,la,la
población,población,población,9,9,población,población
estará,estará,estará,6,6,estará,estará
constituida,constituida,constituid,11,10,constituida,constituid
por,por,por,3,3,por,por
buenas,buena,buena,5,5,buena,buena
soluciones,solucion,soluc,8,5,solucion,soluc
al,al,al,2,2,al,al
problema,problema,problem,8,7,problema,problem
de,de,de,2,2,de,de
optimización,optimización,optimización,12,12,optimización,optimización
pues,pue,pue,3,3,pue,pue
las,la,las,2,3,la,las
malas,mala,mala,4,4,mala,mala
soluciones,solucion,soluc,8,5,solucion,soluc
han,han,han,3,3,han,han
ido,ido,ido,3,3,ido,ido
descartándose,descartándos,descartándos,12,12,descartándos,descartándos
iteración,iteración,iteración,9,9,iteración,iteración
tras,tra,tra,3,3,tra,tra
iteración,iteración,iteración,9,9,iteración,iteración
Inteligencia,inteligencia,inteligenc,12,10,inteligencia,inteligenc
Artificial:,artificial:,artificial:,11,11,artificial:,artificial:
Mediante,mediant,medy,7,4,mediant,medy
un,un,un,2,2,un,un
sistema,sistema,sistem,7,6,sistema,sistem
informático,informático,informático,11,11,informático,informático
que,que,que,3,3,que,que
simula,simula,simul,6,5,simula,simul
un,un,un,2,2,un,un
sistema,sistema,sistem,7,6,sistema,sistem
inteligente,inteligent,intelig,10,7,inteligent,intelig
se,se,se,2,2,se,se
procede,proced,proc,6,4,proced,proc
al,al,al,2,2,al,al
análisis,análisi,anális,7,6,análisi,anális
de,de,de,2,2,de,de
los,lo,los,2,3,lo,los
datos,dato,dato,4,4,dato,dato
disponibles,dispon,dispon,6,6,dispon,dispon
Entre,entr,ent,4,3,entr,ent
los,lo,los,2,3,lo,los
sistemas,sistema,sistema,7,7,sistema,sistema
de,de,de,2,2,de,de
Inteligencia,inteligencia,inteligenc,12,10,inteligencia,inteligenc
Artificial,artifici,art,8,3,artifici,art
se,se,se,2,2,se,se
encuadrarían,encuadrarían,encuadrarí,12,10,encuadrarían,encuadrarí
los,lo,los,2,3,lo,los
Sistemas,sistema,sistema,7,7,sistema,sistema
Expertos,experto,experto,7,7,experto,experto
y,y,y,1,1,-,-
las,la,las,2,3,la,las
Redes,rede,red,4,3,rede,red
Neuronales,neuronal,neuron,8,6,neuronal,neuron
Sistemas,sistema,sistema,7,7,sistema,sistema
Expertos:,expertos:,expertos:,9,9,expertos:,expertos:
Son,son,son,3,3,son,son
sistemas,sistema,sistema,7,7,sistema,sistema
que,que,que,3,3,que,que
han,han,han,3,3,han,han
sido,sido,sido,4,4,sido,sido
creados,creado,creado,6,6,creado,creado
a,a,a,1,1,-,-
partir,partir,partir,6,6,partir,partir
de,de,de,2,2,de,de
reglas,regla,regla,5,5,regla,regla
prácticas,práctica,prácticas,8,9,práctica,prácticas
extraídas,extraída,extraída,8,8,extraída,extraída
del,del,del,3,3,del,del
conocimiento,conocimiento,conocimiento,12,12,conocimiento,conocimiento
de,de,de,2,2,de,de
expertos,experto,experto,7,7,experto,experto
,,,0,0,,
Principalmente,principalment,princip,13,7,principalment,princip
a,a,a,1,1,-,-
base,base,bas,4,3,base,bas
de,de,de,2,2,de,de
inferencias,inferencia,inferencia,10,10,inferencia,inferencia
o,o,o,1,1,-,-
de,de,de,2,2,de,de
causa-efecto,causa-efecto,causa-efecto,12,12,causa-efecto,causa-efecto
Sistemas,sistema,sistema,7,7,sistema,sistema
Inteligentes:,inteligentes:,inteligentes:,13,13,inteligentes:,inteligentes:
Son,son,son,3,3,son,son
similares,similar,simil,7,5,similar,simil
a,a,a,1,1,-,-
los,lo,los,2,3,lo,los
sistemas,sistema,sistema,7,7,sistema,sistema
expertos,experto,experto,7,7,experto,experto
pero,pero,pero,4,4,pero,pero
con,con,con,3,3,con,con
mayor,mayor,may,5,3,mayor,may
ventaja,ventaja,ventaj,7,6,ventaja,ventaj
ante,ant,ant,3,3,ant,ant
nuevas,nueva,nueva,5,5,nueva,nueva
situaciones,situacion,situac,9,6,situacion,situac
desconocidas,desconocida,desconocida,11,11,desconocida,desconocida
para,para,par,4,3,para,par
el,el,el,2,2,el,el
experto,experto,experto,7,7,experto,experto
Redes,rede,red,4,3,rede,red
neuronales:,neuronales:,neuronales:,11,11,neuronales:,neuronales:
Genéricamente,genéricament,genérica,12,8,genéricament,genérica
son,son,son,3,3,son,son
métodos,método,métodos,6,7,método,métodos
de,de,de,2,2,de,de
proceso,proceso,proceso,7,7,proceso,proceso
numérico,numérico,numérico,8,8,numérico,numérico
en,en,en,2,2,en,en
paralelo,paralelo,paralelo,8,8,paralelo,paralelo
en,en,en,2,2,en,en
el,el,el,2,2,el,el
que,que,que,3,3,que,que
las,la,las,2,3,la,las
variables,variabl,vary,7,4,variabl,vary
interactúan,interactúan,interactú,11,9,interactúan,interactú
mediante,mediant,medy,7,4,mediant,medy
transformaciones,transformacion,transformac,14,11,transformacion,transformac
lineales,lineal,lin,6,3,lineal,lin
o,o,o,1,1,-,-
no,no,no,2,2,-,-
lineales,lineal,lin,6,3,lineal,lin
hasta,hasta,hast,5,4,hasta,hast
obtener,obten,obt,5,3,obten,obt
unas,una,una,3,3,una,una
salidas,salida,salida,6,6,salida,salida
,,,0,0,,
Estas,esta,esta,4,4,esta,esta
salidas,salida,salida,6,6,salida,salida
se,se,se,2,2,se,se
contrastan,contrastan,contrast,10,8,contrastan,contrast
con,con,con,3,3,con,con
los,lo,los,2,3,lo,los
que,que,que,3,3,que,que
tenían,tenían,tení,6,4,tenían,tení
que,que,que,3,3,que,que
haber,haber,hab,5,3,haber,hab
salido,salido,salido,6,6,salido,salido
basándose,basándos,basándos,8,8,basándos,basándos
en,en,en,2,2,en,en
unos,uno,uno,3,3,uno,uno
datos,dato,dato,4,4,dato,dato
de,de,de,2,2,de,de
prueba,prueba,prueb,6,5,prueba,prueb
dando,dando,dando,5,5,dando,dando
lugar,lugar,lug,5,3,lugar,lug
a,a,a,1,1,-,-
un,un,un,2,2,un,un
proceso,proceso,proceso,7,7,proceso,proceso
de,de,de,2,2,de,de
retroalimentación,retroalimentación,retroalimentación,17,17,retroalimentación,retroalimentación
mediante,mediant,medy,7,4,mediant,medy
el,el,el,2,2,el,el
cual,cual,cual,4,4,cual,cual
la,la,la,2,2,la,la
red,red,red,3,3,red,red
se,se,se,2,2,se,se
reconfigura,reconfigura,reconfigur,11,10,reconfigura,reconfigur
hasta,hasta,hast,5,4,hasta,hast
obtener,obten,obt,5,3,obten,obt
un,un,un,2,2,un,un
modelo,modelo,modelo,6,6,modelo,modelo
adecuado,adecuado,adecuado,8,8,adecuado,adecuado
Unter,unter,unt,5,3,unter,unt
Data-Mining,data-min,data-mining,8,11,data-min,data-mining
versteht,versteht,versteht,8,8,versteht,versteht
man,man,man,3,3,man,man
die,die,die,3,3,die,die
Anwendung,anwendung,anwendung,9,9,anwendung,anwendung
von,von,von,3,3,von,von
statistisch-mathematischen,statistisch-mathematischen,statistisch-mathematischen,26,26,statistisch-mathematischen,statistisch-mathematischen
Methoden,methoden,method,8,6,methoden,method
auf,auf,auf,3,3,auf,auf
einen,einen,ein,5,3,einen,ein
Datenbestand,datenbestand,datenbestand,12,12,datenbestand,datenbestand
mit,mit,mit,3,3,mit,mit
dem,dem,dem,3,3,dem,dem
Ziel,ziel,ziel,4,4,ziel,ziel
der,der,der,3,3,der,der
Mustererkennung,mustererkennung,mustererkennung,15,15,mustererkennung,mustererkennung
Dabei,dabei,dabe,5,4,dabei,dabe
finden,finden,find,6,4,finden,find
insbesondere,insbesonder,insbesond,11,9,insbesonder,insbesond
solche,solch,solch,5,5,solch,solch
Methoden,methoden,method,8,6,methoden,method
Anwendung,anwendung,anwendung,9,9,anwendung,anwendung
die,die,die,3,3,die,die
hervorragende,hervorragend,hervorragend,12,12,hervorragend,hervorragend
asymptotische,asymptotisch,asymptotisch,12,12,asymptotisch,asymptotisch
Laufzeiten,laufzeiten,laufzeit,10,8,laufzeiten,laufzeit
haben,haben,hab,5,3,haben,hab
weshalb,weshalb,weshalb,7,7,weshalb,weshalb
Data-Mining,data-min,data-mining,8,11,data-min,data-mining
oft,oft,oft,3,3,oft,oft
im,im,im,2,2,im,im
Zusammenhang,zusammenhang,zusammenhang,12,12,zusammenhang,zusammenhang
mit,mit,mit,3,3,mit,mit
großen,großen,groß,6,4,großen,groß
Datenbeständen,datenbeständen,datenbeständ,14,12,datenbeständen,datenbeständ
genannt,genannt,genannt,7,7,genannt,genannt
wird,wird,wird,4,4,wird,wird
Gleichwohl,gleichwohl,gleichwohl,10,10,gleichwohl,gleichwohl
ergeben,ergeben,ergeb,7,5,ergeben,ergeb
sich,sich,sich,4,4,sich,sich
durch,durch,durch,5,5,durch,durch
den,den,den,3,3,den,den
Verzicht,verzicht,verzicht,8,8,verzicht,verzicht
auf,auf,auf,3,3,auf,auf
Modellannahmen,modellannahmen,modellannahm,14,12,modellannahmen,modellannahm
über,über,über,4,4,über,über
den,den,den,3,3,den,den
Datenentstehungsprozess,datenentstehungsprozess,datenentstehungsprozess,23,23,datenentstehungsprozess,datenentstehungsprozess
auch,auch,auch,4,4,auch,auch
bei,bei,bei,3,3,bei,bei
kleinen,kleinen,klein,7,5,kleinen,klein
Datenbeständen,datenbeständen,datenbeständ,14,12,datenbeständen,datenbeständ
interessante,interessant,interess,11,8,interessant,interess
Anwendungsmöglichkeiten,anwendungsmöglichkeiten,anwendungsmöglichkeit,23,21,anwendungsmöglichkeiten,anwendungsmöglichkeit
Riesige,riesig,riesig,6,6,riesig,riesig
Datenmengen,datenmengen,datenmeng,11,9,datenmengen,datenmeng
entstehen,entstehen,entsteh,9,7,entstehen,entsteh
heute,heut,heut,4,4,heut,heut
in,in,in,2,2,-,-
Unternehmen,unternehmen,unternehm,11,9,unternehmen,unternehm
in,in,in,2,2,-,-
Forschungsprojekten,forschungsprojekten,forschungsprojekt,19,17,forschungsprojekten,forschungsprojekt
in,in,in,2,2,-,-
Verwaltungen,verwaltungen,verwaltung,12,10,verwaltungen,verwaltung
oder,oder,od,4,2,oder,od
im,im,im,2,2,im,im
Internet,internet,internet,8,8,internet,internet
Data-Mining,data-min,data-mining,8,11,data-min,data-mining
ermöglicht,ermöglicht,ermöglicht,10,10,ermöglicht,ermöglicht
das,da,das,2,3,da,das
automatische,automatisch,automatisch,11,11,automatisch,automatisch
Auswerten,auswerten,auswert,9,7,auswerten,auswert
solcher,solcher,solch,7,5,solcher,solch
Datenbestände,datenbeständ,datenbeständ,12,12,datenbeständ,datenbeständ
mit,mit,mit,3,3,mit,mit
Hilfe,hilf,hilf,4,4,hilf,hilf
statistischer,statistisch,statistisch,11,11,statistisch,statistisch
Verfahren,verfahren,verfahr,9,7,verfahren,verfahr
künstlicher,künstlicher,künstlicher,11,11,künstlicher,künstlicher
neuronaler,neuronal,neuron,8,6,neuronal,neuron
Netze,netz,netz,4,4,netz,netz
Fuzzy-Clustering-Verfahren,fuzzy-clustering-verfahren,fuzzy-clustering-verfahren,26,26,fuzzy-clustering-verfahren,fuzzy-clustering-verfahren
oder,oder,od,4,2,oder,od
genetischer,genetisch,genetisch,9,9,genetisch,genetisch
Algorithmen,algorithmen,algorithm,11,9,algorithmen,algorithm
Ziel,ziel,ziel,4,4,ziel,ziel
dabei,dabei,dabe,5,4,dabei,dabe
ist,ist,ist,3,3,ist,ist
das,da,das,2,3,da,das
Aufspüren,aufspüren,aufspür,9,7,aufspüren,aufspür
von,von,von,3,3,von,von
Regeln,regeln,regeln,6,6,regeln,regeln
und,und,und,3,3,und,und
Mustern,mustern,mustern,7,7,mustern,mustern
bzw,bzw,bzw,3,3,bzw,bzw
statistischen,statistischen,statistisch,13,11,statistischen,statistisch
Auffälligkeiten,auffälligkeiten,auffälligkeit,15,13,auffälligkeiten,auffälligkeit
So,so,so,2,2,-,-
lassen,lassen,lass,6,4,lassen,lass
sich,sich,sich,4,4,sich,sich
z,z,z,1,1,z,z
B,b,b,1,1,b,b
Änderungen,änderungen,änderungen,10,10,änderungen,änderungen
im,im,im,2,2,im,im
Verhalten,verhalten,verhalt,9,7,verhalten,verhalt
von,von,von,3,3,von,von
Kunden,kunden,kund,6,4,kunden,kund
oder,oder,od,4,2,oder,od
Kundengruppen,kundengruppen,kundengrup,13,10,kundengruppen,kundengrup
aufspüren,aufspüren,aufspür,9,7,aufspüren,aufspür
und,und,und,3,3,und,und
Geschäftsstrategien,geschäftsstrategien,geschäftsstrategy,19,17,geschäftsstrategien,geschäftsstrategy
können,können,können,6,6,können,können
darauf,darauf,darauf,6,6,darauf,darauf
ausgerichtet,ausgerichtet,ausgerichtet,12,12,ausgerichtet,ausgerichtet
werden,werden,werd,6,4,werden,werd
Es,es,es,2,2,es,es
kann,kann,kan,4,3,kann,kan
aber,aber,ab,4,2,aber,ab
auch,auch,auch,4,4,auch,auch
abweichendes,abweichend,abweichend,10,10,abweichend,abweichend
Verhalten,verhalten,verhalt,9,7,verhalten,verhalt
einzelner,einzeln,einzeln,7,7,einzeln,einzeln
Personen,personen,person,8,6,personen,person
erkannt,erkannt,erkannt,7,7,erkannt,erkannt
werden,werden,werd,6,4,werden,werd
Dies,die,die,3,3,die,die
ruft,ruft,ruft,4,4,ruft,ruft
Datenschützer,datenschütz,datenschütz,11,11,datenschütz,datenschütz
auf,auf,auf,3,3,auf,auf
den,den,den,3,3,den,den
Plan,plan,plan,4,4,plan,plan
welche,welch,welch,5,5,welch,welch
die,die,die,3,3,die,die
Anwendung,anwendung,anwendung,9,9,anwendung,anwendung
der,der,der,3,3,der,der
Verfahren,verfahren,verfahr,9,7,verfahren,verfahr
des,de,des,2,3,de,des
Data-Mining,data-min,data-mining,8,11,data-min,data-mining
kritisch,kritisch,kritisch,8,8,kritisch,kritisch
begleiten,begleiten,begleit,9,7,begleiten,begleit
Definition,definit,definit,7,7,definit,definit
[Bearbeiten]Bensberg,[bearbeiten]bensberg,[bearbeiten]bensberg,20,20,[bearbeiten]bensberg,[bearbeiten]bensberg
versteht,versteht,versteht,8,8,versteht,versteht
Data-Mining,data-min,data-mining,8,11,data-min,data-mining
als,al,al,2,2,al,al
integrierten,integrierten,integriert,12,10,integrierten,integriert
Prozess,prozess,prozess,7,7,prozess,prozess
der,der,der,4,4,der,der
durch,durch,durch,5,5,durch,durch
Anwendung,anwendung,anwendung,9,9,anwendung,anwendung
von,von,von,3,3,von,von
Methoden,methoden,method,8,6,methoden,method
auf,auf,auf,3,3,auf,auf
einen,einen,ein,5,3,einen,ein
Datenbestand,datenbestand,datenbestand,12,12,datenbestand,datenbestand
Muster,muster,must,6,4,muster,must
entdeckt,entdeckt,entdeckt,9,9,entdeckt,entdeckt
Der,der,der,3,3,der,der
Begriff,begriff,begriff,7,7,begriff,begriff
Data-Mining,data-min,data-mining,8,11,data-min,data-mining
wird,wird,wird,4,4,wird,wird
hier,hier,hier,4,4,hier,hier
aus,au,au,2,2,au,au
prozessorientierter,prozessorientiert,prozessorientiert,17,17,prozessorientiert,prozessorientiert
Sicht,sicht,sicht,5,5,sicht,sicht
definiert;,definiert;,definiert;,10,10,definiert;,definiert;
Ziel,ziel,ziel,4,4,ziel,ziel
ist,ist,ist,3,3,ist,ist
die,die,die,3,3,die,die
Erkennung,erkennung,erkennung,9,9,erkennung,erkennung
von,von,von,3,3,von,von
Mustern,mustern,mustern,7,7,mustern,mustern
Bewusst,bewusst,bewusst,7,7,bewusst,bewusst
wird,wird,wird,4,4,wird,wird
in,in,in,2,2,-,-
dieser,dieser,dies,6,4,dieser,dies
Definition,definit,definit,7,7,definit,definit
auf,auf,auf,3,3,auf,auf
den,den,den,3,3,den,den
Begriff,begriff,begriff,7,7,begriff,begriff
der,der,der,3,3,der,der
Information,inform,inform,6,6,inform,inform
verzichtet,verzichtet,verzichtet,10,10,verzichtet,verzichtet
da,da,da,2,2,da,da
Data-Mining,data-min,data-mining,8,11,data-min,data-mining
der,der,der,3,3,der,der
sigmatischen,sigmatischen,sigmatisch,12,10,sigmatischen,sigmatisch
Ebene,eben,eb,4,2,eben,eb
der,der,der,3,3,der,der
Semiotik,semiotik,semiotik,8,8,semiotik,semiotik
zugeordnet,zugeordnet,zugeordnet,10,10,zugeordnet,zugeordnet
wird,wird,wird,4,4,wird,wird
Bensberg,bensberg,bensberg,8,8,bensberg,bensberg
verzichtet,verzichtet,verzichtet,10,10,verzichtet,verzichtet
auf,auf,auf,3,3,auf,auf
die,die,die,3,3,die,die
vielfach,vielfach,vielfach,8,8,vielfach,vielfach
in,in,in,2,2,-,-
der,der,der,3,3,der,der
Literatur,literatur,lit,9,3,literatur,lit
zu,zu,zu,2,2,zu,zu
findende,findend,findend,7,7,findend,findend
Beschränkung,beschränkung,beschränkung,12,12,beschränkung,beschränkung
auf,auf,auf,3,3,auf,auf
große,große,groß,5,4,große,groß
Datenmengen:,datenmengen:,datenmengen:,12,12,datenmengen:,datenmengen:
Auch,auch,auch,4,4,auch,auch
kleinere,kleiner,klein,7,5,kleiner,klein
Datenmengen,datenmengen,datenmeng,11,9,datenmengen,datenmeng
können,können,können,6,6,können,können
bedeutungsvolle,bedeutungsvol,bedeutungsvol,13,13,bedeutungsvol,bedeutungsvol
Muster,muster,must,6,4,muster,must
enthalten,enthalten,enthalt,9,7,enthalten,enthalt
die,die,die,3,3,die,die
sich,sich,sich,4,4,sich,sich
durch,durch,durch,5,5,durch,durch
Data-Mining,data-min,data-mining,8,11,data-min,data-mining
entdecken,entdecken,entdeck,9,7,entdecken,entdeck
und,und,und,3,3,und,und
aufzeigen,aufzeigen,aufzeig,9,7,aufzeigen,aufzeig
lassen,lassen,lass,6,4,lassen,lass
Eine,ein,ein,3,3,ein,ein
Abgrenzung,abgrenzung,abgrenzung,10,10,abgrenzung,abgrenzung
von,von,von,3,3,von,von
Data-Mining,data-min,data-mining,8,11,data-min,data-mining
zur,zur,zur,3,3,zur,zur
statistischen,statistischen,statistisch,13,11,statistischen,statistisch
Datenanalyse,datenanalys,datenanalys,11,11,datenanalys,datenanalys
sowie,sowi,sowy,4,4,sowi,sowy
eine,ein,ein,3,3,ein,ein
Beschränkung,beschränkung,beschränkung,12,12,beschränkung,beschränkung
der,der,der,3,3,der,der
dem,dem,dem,3,3,dem,dem
Data-Mining,data-min,data-mining,8,11,data-min,data-mining
zuordenbaren,zuordenbaren,zuordenb,12,8,zuordenbaren,zuordenb
Methoden,methoden,method,8,6,methoden,method
findet,findet,findet,6,6,findet,findet
jedoch,jedoch,jedoch,6,6,jedoch,jedoch
nicht,nicht,nicht,5,5,nicht,nicht
statt,statt,stat,5,4,statt,stat
Lit:,lit:,lit:,4,4,lit:,lit:
Bensberg,bensberg,bensberg,8,8,bensberg,bensberg
S,s,s,1,1,-,-
64,64,64,2,2,64,64
Im,im,im,2,2,im,im
Folgenden,folgenden,folgend,9,7,folgenden,folgend
wird,wird,wird,4,4,wird,wird
Data-Mining,data-min,data-mining,8,11,data-min,data-mining
in,in,in,2,2,-,-
Anlehnung,anlehnung,anlehnung,9,9,anlehnung,anlehnung
an,an,an,2,2,-,-
Bensberg,bensberg,bensberg,8,8,bensberg,bensberg
als,al,al,2,2,al,al
integrierter,integriert,integriert,10,10,integriert,integriert
Prozess,prozess,prozess,7,7,prozess,prozess
verstanden,verstanden,verstand,10,8,verstanden,verstand
der,der,der,3,3,der,der
durch,durch,durch,5,5,durch,durch
Anwendung,anwendung,anwendung,9,9,anwendung,anwendung
von,von,von,3,3,von,von
Data-Mining-Techniken,data-mining-techniken,data-mining-techniken,21,21,data-mining-techniken,data-mining-techniken
auf,auf,auf,3,3,auf,auf
einen,einen,ein,5,3,einen,ein
Datenbestand,datenbestand,datenbestand,12,12,datenbestand,datenbestand
Muster,muster,must,6,4,muster,must
entdeckt,entdeckt,entdeckt,8,8,entdeckt,entdeckt
und,und,und,3,3,und,und
kommuniziert,kommuniziert,kommuniziert,12,12,kommuniziert,kommuniziert
Data-Mining-Techniken,data-mining-techniken,data-mining-techniken,21,21,data-mining-techniken,data-mining-techniken
sind,sind,sind,4,4,sind,sind
Techniken,techniken,technik,9,7,techniken,technik
die,die,die,3,3,die,die
der,der,der,3,3,der,der
explorativen,explorativen,expl,12,4,explorativen,expl
Datenanalyse,datenanalys,datenanalys,11,11,datenanalys,datenanalys
zugeordnet,zugeordnet,zugeordnet,10,10,zugeordnet,zugeordnet
werden,werden,werd,6,4,werden,werd
können,können,können,6,6,können,können
Ziel,ziel,ziel,4,4,ziel,ziel
der,der,der,3,3,der,der
explorativen,explorativen,expl,12,4,explorativen,expl
Datenanalyse,datenanalys,datenanalys,11,11,datenanalys,datenanalys
und,und,und,3,3,und,und
damit,damit,damit,5,5,damit,damit
konstruierendes,konstruierend,konstruierend,13,13,konstruierend,konstruierend
Merkmal,merkmal,merkm,7,5,merkmal,merkm
für,für,für,3,3,für,für
die,die,die,3,3,die,die
Definition,definit,definit,7,7,definit,definit
von,von,von,3,3,von,von
Data-Mining-,data-mining-,data-mining-,12,12,data-mining-,data-mining-
Techniken,techniken,technik,9,7,techniken,technik
,,,1,1,,
ist,ist,ist,3,3,ist,ist
über,über,über,4,4,über,über
die,die,die,3,3,die,die
Darstellung,darstellung,darstellung,11,11,darstellung,darstellung
der,der,der,3,3,der,der
Daten,daten,dat,5,3,daten,dat
hinaus,hinau,hina,5,4,hinau,hina
die,die,die,3,3,die,die
Suche,such,suche,5,6,such,suche
nach,nach,nach,4,4,nach,nach
Strukturen,strukturen,strukturen,10,10,strukturen,strukturen
und,und,und,3,3,und,und
Besonderheiten,besonderheiten,besonderheit,14,12,besonderheiten,besonderheit
[],[],[],2,2,[],[]
Sie,sie,sie,3,3,sie,sie
wird,wird,wird,4,4,wird,wird
daher,daher,dah,5,3,daher,dah
typischerweise,typischerweis,typischerw,13,10,typischerweis,typischerw
eingesetzt,eingesetzt,eingesetzt,10,10,eingesetzt,eingesetzt
wenn,wenn,wen,4,3,wenn,wen
die,die,die,3,3,die,die
Fragestellung,fragestellung,fragestellung,13,13,fragestellung,fragestellung
nicht,nicht,nicht,5,5,nicht,nicht
genau,genau,genau,5,5,genau,genau
definiert,definiert,definiert,9,9,definiert,definiert
ist,ist,ist,3,3,ist,ist
oder,oder,od,4,2,oder,od
auch,auch,auch,4,4,auch,auch
die,die,die,3,3,die,die
Wahl,wahl,wahl,4,4,wahl,wahl
eines,ein,ein,3,3,ein,ein
geeigneten,geeigneten,geeignet,10,8,geeigneten,geeignet
statistischen,statistischen,statistisch,13,11,statistischen,statistisch
Modells,model,model,5,5,model,model
